loan_id,gender,married,dependents,education,self_employed,loan_amount,loan_amount_term,credit_history,property_area,loan_status,total_income,loan_to_income
LP002472,1,0,2,1,0,136.0,360.0,1,0,1,4354.0,2.6
LP002473,1,1,0,1,0,160.0,360.0,1,1,0,8334.0,1.6
LP002484,1,1,3,1,0,149.25327510917032,180.0,1,2,1,4649.561555075594,2.68
LP002487,1,1,0,1,0,153.0,360.0,1,0,1,5203.0,2.45
LP002489,0,0,1,0,0,132.0,360.0,1,1,1,5191.0,2.12
LP002493,1,0,0,1,0,98.0,360.0,0,1,0,4166.0,1.96
LP002494,1,0,0,1,0,140.0,360.0,1,0,1,6000.0,1.94
LP002500,1,1,3,0,0,149.25327510917032,180.0,0,2,0,4611.0,2.7
LP002505,1,1,0,1,0,110.0,360.0,1,2,0,7100.561555075594,1.29
LP002515,1,1,1,1,1,162.0,360.0,1,1,1,5529.0,2.44
LP002517,1,1,1,0,0,113.0,180.0,0,0,0,4153.0,2.27
LP002519,1,1,3,1,0,100.0,360.0,1,1,1,4691.0,1.78
LP002522,0,0,0,1,1,93.0,360.0,1,2,1,4649.561555075594,1.67
LP002524,1,0,2,1,0,162.0,360.0,1,0,1,10180.0,1.33
LP002527,1,1,2,1,1,150.0,360.0,1,0,1,11218.0,1.11
LP002529,1,1,2,1,0,230.0,300.0,1,1,1,8450.0,2.27
LP002531,1,1,1,1,1,86.0,360.0,1,1,1,12454.0,0.58
LP002534,0,0,0,0,0,154.0,360.0,1,0,1,4350.0,2.95
LP002536,1,1,3,0,0,113.0,360.0,1,0,1,3095.0,3.04
LP002537,1,1,0,1,0,128.0,360.0,1,1,1,5233.0,2.04
LP002541,1,1,0,1,0,234.0,360.0,1,1,1,10204.0,1.91
LP002543,1,1,2,1,0,246.0,360.0,1,1,1,8333.0,2.46
LP002544,1,1,1,0,0,131.0,360.0,1,1,1,4394.0,2.48
LP002545,1,0,2,1,0,80.0,360.0,0,0,0,3547.0,1.88
LP002547,1,1,1,1,0,500.0,360.0,1,2,0,10204.0,4.08
LP002555,1,1,2,1,1,160.0,360.0,1,1,1,6666.0,2.0
LP002556,1,0,0,1,0,75.0,360.0,1,2,0,2435.0,2.57
LP002560,1,0,0,0,0,96.0,360.0,1,1,1,5484.0,1.46
LP002562,1,1,0,0,0,186.0,360.0,1,2,1,6464.0,2.4
LP002571,1,0,0,0,0,110.0,360.0,1,0,1,3691.0,2.48
LP002582,0,0,0,0,1,225.0,360.0,1,1,1,10204.0,1.84
LP002585,1,1,0,1,0,119.0,360.0,0,0,0,5080.644219782066,1.95
LP002586,0,1,1,1,0,105.0,84.0,1,1,1,4239.0,2.06
LP002587,1,1,0,0,0,107.0,360.0,1,0,1,4300.0,2.07
LP002588,1,1,0,1,0,111.0,12.0,1,2,1,7482.0,1.24
LP002602,1,0,0,1,0,209.0,360.0,0,0,0,7766.644219782066,2.24
LP002603,0,0,0,1,0,113.0,480.0,1,0,1,4328.0,2.18
LP002606,0,0,0,1,0,100.0,360.0,1,1,1,3159.0,2.64
LP002615,1,1,2,1,0,208.0,360.0,1,1,1,10489.0,1.65
LP002618,1,1,1,0,0,149.25327510917032,360.0,1,0,0,9352.0,1.33
LP002624,1,1,0,1,0,480.0,360.0,1,2,1,16036.5,2.49
LP002626,1,1,0,1,1,188.0,360.0,1,2,1,5492.0,2.85
LP002634,0,0,1,1,0,40.0,360.0,1,2,1,10204.0,0.33
LP002637,1,0,0,0,0,100.0,360.0,1,0,0,4885.0,1.71
LP002640,1,1,1,1,0,250.0,360.0,1,1,1,8069.0,2.58
LP002643,1,1,2,1,0,148.0,360.0,1,2,1,5318.0,2.32
LP002648,1,1,0,1,0,70.0,180.0,1,1,0,7962.5,0.73
LP002652,1,0,0,1,0,311.0,360.0,1,0,0,9481.0,2.73
LP002659,1,1,3,1,0,150.0,360.0,1,0,1,6894.0,1.81
LP002670,0,1,2,1,0,113.0,480.0,1,1,1,3663.0,2.57
LP002683,1,0,0,1,0,185.0,360.0,1,1,0,6598.0,2.34
LP002684,0,0,0,0,0,95.0,360.0,1,0,0,3400.0,2.33
LP002689,1,1,2,0,0,45.0,360.0,1,1,1,3934.0,0.95
LP002690,1,0,0,1,0,55.0,360.0,1,1,1,2500.0,1.83
LP002693,1,1,2,1,1,480.0,360.0,1,0,1,13780.5,2.9
LP002699,1,1,2,1,1,400.0,360.0,1,0,1,10204.0,3.27
LP002705,1,1,0,1,0,110.0,360.0,1,1,1,5258.644219782066,1.74
LP002706,1,1,1,0,0,161.0,360.0,0,1,1,6715.0,2.0
LP002714,1,0,1,0,0,94.0,360.0,1,1,1,3981.0,1.97
LP002716,1,0,0,0,0,130.0,360.0,1,1,1,6783.0,1.6
LP002717,1,1,0,1,0,216.0,360.0,1,0,1,6525.0,2.76
LP002720,1,1,3,1,0,100.0,360.0,1,2,1,4281.0,1.95
LP002723,1,0,2,1,0,110.0,360.0,0,0,0,3588.0,2.55
LP002729,1,0,1,1,0,196.0,360.0,1,1,0,10204.0,1.6
LP002731,0,0,0,0,1,125.0,360.0,1,2,1,10204.0,1.02
LP002732,1,0,0,0,0,126.0,360.0,1,1,1,4592.0,2.29
LP002734,1,1,0,1,0,324.0,360.0,1,2,1,10039.0,2.69
LP002738,1,0,2,1,0,107.0,360.0,1,1,1,5100.644219782066,1.75
LP002739,1,1,0,0,0,66.0,360.0,1,0,0,3453.0,1.59
LP002740,1,1,3,1,0,149.25327510917032,180.0,1,0,1,6417.0,1.94
LP002741,0,1,1,1,0,140.0,180.0,1,1,1,7453.0,1.57
LP002743,0,0,0,1,0,99.0,340.76889848812095,0,1,0,2138.0,3.86
LP002753,0,0,1,1,0,95.0,360.0,1,1,1,3652.0,2.17
LP002755,1,1,1,0,0,128.0,360.0,1,2,1,4763.0,2.24
LP002757,0,1,0,0,0,102.0,360.0,1,1,1,3680.0,2.31
LP002767,1,1,0,1,0,155.0,360.0,1,0,1,4718.0,2.74
LP002768,1,0,0,0,0,80.0,36.0,1,1,0,3358.0,1.99
LP002776,0,0,0,1,0,103.0,340.76889848812095,0,1,0,5000.0,1.72
LP002777,1,1,0,1,0,110.0,360.0,1,0,1,4801.0,1.91
LP002785,1,1,1,1,0,158.0,360.0,1,2,1,7899.561555075594,1.67
LP002788,1,1,0,0,0,181.0,360.0,0,2,0,4787.0,3.15
LP002789,1,1,0,1,0,132.0,180.0,0,0,0,7859.0,1.4
LP002794,0,0,0,1,0,84.0,360.0,1,2,1,4150.644219782066,1.69
LP002795,1,1,3,1,1,260.0,360.0,1,1,1,10139.0,2.14
LP002798,1,1,0,1,0,162.0,360.0,1,1,1,6556.0,2.06
LP002804,0,1,0,1,0,182.0,360.0,1,1,1,6486.0,2.34
LP002807,1,1,2,0,0,108.0,360.0,1,1,1,3917.0,2.3
LP002813,0,1,1,1,1,600.0,360.0,1,1,1,10204.0,4.9
LP002820,1,1,0,1,0,211.0,360.0,1,0,1,7977.0,2.2
LP002821,1,0,0,0,1,132.0,360.0,1,1,1,5800.0,1.9
LP002832,1,1,2,1,0,258.0,360.0,0,2,0,8799.0,2.44
LP002833,1,1,0,0,0,120.0,360.0,1,0,1,4467.0,2.24
LP002837,1,1,3,1,0,123.0,360.0,0,0,0,5900.0,1.74
LP002840,0,0,0,1,0,9.0,360.0,1,2,0,2378.0,0.32
LP002841,1,1,0,1,0,104.0,360.0,0,2,0,4649.644219782066,1.86
LP002842,1,1,1,1,0,186.0,360.0,1,2,1,5167.0,3.0
LP002855,1,1,2,1,0,275.0,360.0,1,2,1,10204.0,2.25
LP002862,1,1,2,0,0,187.0,480.0,1,1,0,7750.0,2.01
LP002868,1,1,2,1,0,149.25327510917032,340.76889848812095,1,2,1,3620.0,3.44
LP002874,1,0,0,1,0,110.0,360.0,1,2,1,5968.0,1.54
LP002877,1,1,1,1,0,107.0,360.0,1,0,1,3265.644219782066,2.73
LP002893,1,0,0,1,0,90.0,360.0,1,2,0,7668.5,0.98
LP002894,0,1,0,1,0,36.0,360.0,1,1,1,3166.0,0.95
LP002898,1,1,1,1,0,61.0,340.76889848812095,1,1,0,3363.644219782066,1.51
LP002911,1,1,1,1,0,149.25327510917032,340.76889848812095,0,0,0,4704.0,2.64
LP002912,1,1,1,1,0,172.0,84.0,1,0,0,7283.0,1.97
LP002916,1,1,0,1,0,104.0,360.0,1,2,1,3819.0,2.27
LP002917,0,0,0,0,0,70.0,360.0,1,1,1,3648.644219782066,1.6
LP002928,1,1,0,1,0,56.0,180.0,1,1,1,6416.0,0.73
LP002931,1,1,2,1,1,205.0,240.0,1,1,0,6000.0,2.85
LP002936,1,1,0,1,0,142.0,180.0,1,0,1,5342.644219782066,2.21
LP002938,1,1,0,1,1,260.0,340.76889848812095,1,2,1,10204.0,2.12
LP002940,1,0,0,0,0,110.0,360.0,1,0,1,3833.0,2.39
LP002941,1,1,2,0,1,187.0,360.0,1,0,0,7383.0,2.11
LP002945,1,1,0,1,1,180.0,360.0,1,0,1,9963.0,1.51
LP002948,1,1,2,1,0,192.0,360.0,1,2,1,5780.0,2.77
LP002949,0,0,3,1,0,350.0,180.0,1,2,0,6248.5,4.67
LP002950,1,1,0,0,0,155.0,360.0,1,0,1,4377.644219782066,2.95
LP002958,1,0,0,1,0,172.0,360.0,1,0,1,7977.0,1.8
LP002959,0,1,1,1,0,496.0,360.0,1,1,1,10204.0,4.05
LP002961,1,1,1,1,0,173.0,360.0,1,1,1,4883.644219782066,2.95
LP002964,1,1,2,0,0,157.0,360.0,1,0,1,5398.0,2.42
LP002974,1,1,0,1,0,108.0,360.0,1,0,1,5182.0,1.74
LP002978,0,0,0,1,0,71.0,360.0,1,0,1,2900.0,2.04
LP002979,1,1,3,1,0,40.0,180.0,1,0,1,4106.0,0.81
LP002983,1,1,1,1,0,253.0,360.0,1,2,1,8312.0,2.54
LP002984,1,1,2,1,0,187.0,360.0,1,2,1,7583.0,2.06
LP001726,1,1,0,1,0,131.0,340.76889848812095,1,1,1,5502.0,1.98
